ACCOUNT_ID,ACCOUNT_NUMBER,SUBSIDIARY_ID,CLASS_ID,DEPARTMENT_ID,LOCATION_ID,Metric_Mapping
108,210600,,,,445,Liability
1714,210430,,,,124,Liability
152,420100,,,,1296,Sales
1616,140407,,,,435,Assets
178,600105,,,,,Direct Operating Expense
227,660060,,,,353,Direct Operating Expense
42,101921,,,,487,Assets
42,101921,,,,477,Assets
162,460125,,,,1292,Sales
41,101920,,,,561,Assets
168,480000,,,,132,Sales
50,120100,,,,110,Assets
277,700280,,,,1284,Field G&A
50,120100,,,,361,Assets
277,700280,,,,346,Field G&A
153,420200,,,,577,Sales
1216,100615,,,,636,
178,600105,,,,530,Direct Operating Expense
274,700235,,,,592,Corporate G&A
986,460329,,,,596,Sales
277,700280,,,,5,Field G&A
50,120100,,,,543,Assets
149,410200,,,,542,Sales
1715,210501,,,,481,Liability
1716,210511,,,,545,Liability
152,420100,,,,535,Sales
400,101999,,,,634,Assets
400,101999,,,,356,Assets
400,101999,,,,347,Assets
400,101999,,,,22,Assets
1609,101902,,,,564,Assets
153,420200,,,,572,Sales
1715,210501,,,,499,Liability
1638,480020,,,,1297,Sales
1638,480020,,,,547,Sales
42,101921,,,,502,Assets
1628,140501,,,,453,Assets
107,210500,,,,344,Liability
107,210500,,,,352,Liability
108,210600,,,,58,Liability
1715,210501,,,,61,Liability
1178,210510,,,,473,Liability
1638,480020,,,,347,Sales
1860,101998,,,,66,Assets
42,101921,,,,167,Assets
976,460324,,,,490,Sales
41,101920,,,,66,Assets
400,101999,,,,121,Assets
984,460328,,,,57,Sales
148,410100,,,,354,Sales
148,410100,,,,119,Sales
1710,480030,,,,451,Sales
982,460327,,,,569,Sales
1178,210510,,,,111,Liability
1715,210501,,,,356,Liability
102,200000,,,,435,Liability
974,460323,,,,131,Sales
277,700280,,,,132,Field G&A
982,460327,,,,129,Sales
1711,480501,,,,142,Sales
183,600140,,,,126,Direct Operating Expense
1860,101998,,,,132,Assets
1715,210501,,,,366,Liability
1715,210501,,,,62,Liability
42,101921,,,,436,Assets
1641,100736,,,,493,
42,101921,,,,108,Assets
41,101920,,,,61,Assets
50,120100,,,,115,Assets
277,700280,,,,135,Field G&A
153,420200,,,,56,Sales
42,101921,,,,346,Assets
400,101999,,,,353,Assets
107,210500,,,,128,Liability
153,420200,,,,368,Sales
107,210500,,,,357,Liability
107,210500,,,,352,Liability
1679,690060,,,,142,Marketing & Advertising
1711,480501,,,,346,Sales
270,700184,,,,119,Field G&A
1715,210501,,,,115,Liability
152,420100,,,,121,Sales
202,620115,,,,363,Direct Operating Expense
152,420100,,,,504,Sales
1715,210501,,,,139,Liability
202,620115,,,,171,Direct Operating Expense
183,600140,,,,63,Direct Operating Expense
1638,480020,,,,493,Sales
1576,100734,,,,119,
400,101999,,,,451,Assets
153,420200,,,,434,Sales
225,660040,,,,142,Direct Operating Expense
168,480000,,,,126,Sales
277,700280,,,,64,Field G&A
42,101921,,,,108,Assets
148,410100,,,,56,Sales
105,210400,,,,355,Liability
105,210400,,,,111,Liability
102,200000,,,,64,Liability
227,660060,,,,365,Direct Operating Expense
102,200000,,,,472,Liability
976,460324,,,,349,Sales
1558,100733,,,,453,
787,201002,,,,353,Liability
400,101999,,,,473,Assets
162,460125,,,,344,Sales
41,101920,,,,367,Assets
400,101999,,,,451,Assets
168,480000,,,,142,Sales
41,101920,,,,63,Assets
41,101920,,,,122,Assets
1201,100010,,,,124,Assets
989,500500,,,,132,Sales
153,420200,,,,451,Sales
153,420200,,,,125,Sales
107,210500,,,,130,Liability
149,410200,,,,119,Sales
148,410100,,,,132,Sales
984,460328,,,,119,Sales
149,410200,,,,121,Sales
107,210500,,,,61,Liability
200,620105,,,,346,Direct Operating Expense
174,500400,,,,347,COGS
200,620105,,,,343,Direct Operating Expense
1711,480501,,,,67,Sales
178,600105,,,,447,Direct Operating Expense
181,600120,,,,343,Direct Operating Expense
202,620115,,,,509,Direct Operating Expense
178,600105,,,,500,Direct Operating Expense
178,600105,,,,360,Direct Operating Expense
202,620115,,,,509,Direct Operating Expense
183,600140,,,,535,Direct Operating Expense
227,660060,,,,544,Direct Operating Expense
105,210400,,,,500,Liability
102,200000,,,,451,Liability
102,200000,,,,453,Liability
182,600125,,,,358,Corporate G&A
248,680020,,,,448,Repairs & Maintenance
102,200000,,,,130,Liability
411,100008,,,,111,Assets
976,460324,,,,119,Sales
42,101921,,,,359,Assets
42,101921,,,,345,Assets
205,630105,,,,445,Direct Operating Expense
41,101920,,,,500,Assets
1663,100020,,,,360,Assets
168,480000,,,,504,Sales
205,630105,,,,497,Direct Operating Expense
205,630105,,,,555,Direct Operating Expense
168,480000,,,,65,Sales
986,460329,,,,453,Sales
50,120100,,,,363,Assets
277,700280,,,,490,Field G&A
1710,480030,,,,501,Sales
149,410200,,,,350,Sales
1710,480030,,,,107,Sales
148,410100,,,,496,Sales
1622,140413,,,,64,Assets
5,100003,,,,347,Assets
149,410200,,,,356,Sales
1710,480030,,,,436,Sales
200,620105,,,,541,Direct Operating Expense
200,620105,,,,524,Direct Operating Expense
150,410300,,,,496,Sales
200,620105,,,,505,Direct Operating Expense
200,620105,,,,434,Direct Operating Expense
201,620110,,,,126,Direct Operating Expense
1679,690060,,,,496,Marketing & Advertising
202,620115,,,,120,Direct Operating Expense
178,600105,,,,1,Direct Operating Expense
202,620115,,,,167,Direct Operating Expense
202,620115,,,,349,Direct Operating Expense
181,600120,,,,519,Direct Operating Expense
266,700115,,,,109,Corporate G&A
152,420100,,,,67,Sales
49,120000,,,,499,Assets
288,700380,,,,115,Corporate G&A
1690,690071,,,,556,Marketing & Advertising
102,200000,,,,346,Liability
102,200000,,,,519,Liability
252,680200,,,,352,Repairs & Maintenance
1766,100438,,,,445,
205,630105,,,,501,Direct Operating Expense
205,630105,,,,346,Direct Operating Expense
205,630105,,,,343,Direct Operating Expense
168,480000,,,,347,Sales
1729,101804,,,,1,Assets
1729,101804,,,,453,Assets
1710,480030,,,,142,Sales
1665,600116,,,,118,Direct Operating Expense
102,200000,,,,522,Liability
400,101999,,,,500,Assets
153,420200,,,,120,Sales
248,680020,,,,509,Repairs & Maintenance
178,600105,,,,119,Direct Operating Expense
227,660060,,,,170,Direct Operating Expense
1252,101803,,,,112,Assets
401,660015,,,,473,Direct Operating Expense
168,480000,,,,355,Sales
179,600110,,,,366,Direct Operating Expense
201,620110,,,,367,Direct Operating Expense
57,130100,,,,58,Assets
1715,210501,,,,440,Liability
105,210400,,,,117,Liability
42,101921,,,,353,Assets
205,630105,,,,119,Direct Operating Expense
153,420200,,,,347,Sales
1714,210430,,,,354,Liability
1638,480020,,,,530,Sales
102,200000,,,,210,Liability
42,101921,,,,496,Assets
972,460322,,,,120,Sales
42,101921,,,,359,Assets
50,120100,,,,57,Assets
1676,600124,,,,474,Corporate G&A
153,420200,,,,169,Sales
1715,210501,,,,483,Liability
102,200000,,,,357,Liability
1210,100609,,,,475,
41,101920,,,,490,Assets
1729,101804,,,,66,Assets
1710,480030,,,,61,Sales
153,420200,,,,56,Sales
149,410200,,,,634,Sales
200,620105,,,,365,Direct Operating Expense
201,620110,,,,435,Direct Operating Expense
150,410300,,,,477,Sales
1715,210501,,,,447,Liability
1714,210430,,,,509,Liability
181,600120,,,,361,Direct Operating Expense
323,S40001,,,,170,
102,200000,,,,129,Liability
102,200000,,,,519,Liability
42,101921,,,,634,Assets
42,101921,,,,520,Assets
1684,690065,,,,477,Marketing & Advertising
400,101999,,,,344,Assets
168,480000,,,,58,Sales
168,480000,,,,62,Sales
277,700280,,,,114,Field G&A
111,220100,,,,65,Liability
258,690020,,,,474,Marketing & Advertising
277,700280,,,,169,Field G&A
1206,100605,,,,65,
1713,210420,,,,210,Liability
153,420200,,,,109,Sales
107,210500,,,,60,Liability
1711,480501,,,,137,Sales
1711,480501,,,,136,Sales
108,210600,,,,635,Liability
270,700184,,,,142,Field G&A
178,600105,,,,360,Direct Operating Expense
1714,210430,,,,130,Liability
181,600120,,,,120,Direct Operating Expense
1638,480020,,,,139,Sales
827,201030,,,,355,Liability
1906,100310,,,,353,
248,680020,,,,474,Repairs & Maintenance
227,660060,,,,345,Direct Operating Expense
102,200000,,,,472,Liability
227,660060,,,,117,Direct Operating Expense
1785,100453,,,,445,
102,200000,,,,60,Liability
102,200000,,,,349,Liability
377,101800,,,,357,Assets
42,101921,,,,351,Assets
377,101800,,,,349,Assets
168,480000,,,,167,Sales
50,120100,,,,490,Assets
1729,101804,,,,441,Assets
277,700280,,,,441,Field G&A
50,120100,,,,439,Assets
148,410100,,,,346,Sales
1710,480030,,,,352,Sales
1622,140413,,,,355,Assets
149,410200,,,,477,Sales
161,460100,,,,476,Sales
148,410100,,,,351,Sales
149,410200,,,,567,Sales
1710,480030,,,,557,Sales
1710,480030,,,,565,Sales
149,410200,,,,523,Sales
108,210600,,,,368,Liability
1825,100526,,,,119,
1711,480501,,,,565,Sales
150,410300,,,,521,Sales
178,600105,,,,501,Direct Operating Expense
202,620115,,,,514,Direct Operating Expense
1614,140405,,,,528,Assets
1178,210510,,,,501,Liability
1712,480511,,,,498,Sales
1905,100309,,,,499,
227,660060,,,,538,Direct Operating Expense
102,200000,,,,545,Liability
102,200000,,,,509,Liability
102,200000,,,,113,Liability
1826,100028,,,,500,Assets
227,660060,,,,346,Direct Operating Expense
1571,250000,,,,544,Liability
1826,100028,,,,112,Assets
105,210400,,,,503,Liability
42,101921,,,,502,Assets
787,201002,,,,506,Liability
42,101921,,,,540,Assets
1907,100311,,,,559,
274,700235,,,,568,Corporate G&A
168,480000,,,,450,Sales
168,480000,,,,506,Sales
168,480000,,,,501,Sales
1663,100020,,,,171,Assets
50,120100,,,,476,Assets
1729,101804,,,,501,Assets
1729,101804,,,,107,Assets
1729,101804,,,,137,Assets
1710,480030,,,,635,Sales
1710,480030,,,,542,Sales
149,410200,,,,497,Sales
1710,480030,,,,359,Sales
1612,140403,,,,358,Assets
1747,100415,,,,58,
108,210600,,,,450,Liability
1714,210430,,,,445,Liability
1826,100028,,,,636,Assets
162,460125,,,,120,Sales
1589,230081,,,,363,Liability
102,200000,,,,359,Liability
248,680020,,,,504,Repairs & Maintenance
1590,230082,,,,507,Liability
1711,480501,,,,453,Sales
108,210600,,,,523,Liability
1638,480020,,,,473,Sales
1729,101804,,,,530,Assets
1729,101804,,,,504,Assets
148,410100,,,,360,Sales
984,460328,,,,506,Sales
1711,480501,,,,636,Sales
150,410300,,,,125,Sales
178,600105,,,,561,Direct Operating Expense
323,S40001,,,,522,
1638,480020,,,,499,Sales
41,101920,,,,498,Assets
149,410200,,,,508,Sales
1710,480030,,,,544,Sales
148,410100,,,,360,Sales
557,700116,,,,169,Field G&A
150,410300,,,,636,Sales
179,600110,,,,569,Direct Operating Expense
1715,210501,,,,355,Liability
152,420100,,,,502,Sales
1759,100431,,,,497,
102,200000,,,,357,Liability
787,201002,,,,347,Liability
168,480000,,,,57,Sales
168,480000,,,,351,Sales
1663,100020,,,,472,Assets
59,140100,,,,499,Assets
1252,101803,,,,498,Assets
1729,101804,,,,566,Assets
1710,480030,,,,350,Sales
982,460327,,,,524,Sales
150,410300,,,,474,Sales
200,620105,,,,556,Direct Operating Expense
77,158000,,,,107,Assets
200,620105,,,,170,Corporate G&A
201,620110,,,,62,Direct Operating Expense
1764,100436,,,,64,
179,600110,,,,56,Direct Operating Expense
202,620115,,,,366,Direct Operating Expense
202,620115,,,,344,Direct Operating Expense
178,600105,,,,345,Direct Operating Expense
202,620115,,,,498,Direct Operating Expense
202,620115,,,,435,Corporate G&A
202,620115,,,,107,Direct Operating Expense
202,620115,,,,451,Direct Operating Expense
1667,600118,,,,636,Direct Operating Expense
1638,480020,,,,114,Sales
1668,600119,,,,131,Direct Operating Expense
180,600115,,,,345,Direct Operating Expense
234,660110,,,,516,Direct Operating Expense
277,700280,,,,636,Field G&A
406,101802,,,,523,Assets
149,410200,,,,475,Sales
1666,600117,,,,348,Direct Operating Expense
201,620110,,,,453,Direct Operating Expense
150,410300,,,,134,Sales
201,620110,,,,119,Direct Operating Expense
202,620115,,,,210,Direct Operating Expense
152,420100,,,,555,Sales
200,620105,,,,558,Direct Operating Expense
998,410150,,,,133,
998,410150,,,,507,
1712,480511,,,,368,Sales
1178,210510,,,,363,Liability
377,101800,,,,508,Assets
972,460322,,,,136,Sales
41,101920,,,,438,Assets
362,S60001,,,,1,
998,410150,,,,501,
998,410150,,,,119,
998,410150,,,,133,
827,201030,,,,56,Liability
1826,100028,,,,169,Assets
55,130020,,,,122,Assets
180,600115,,,,343,Direct Operating Expense
1668,600119,,,,118,Direct Operating Expense
196,600500,,,,447,Corporate G&A
174,500400,,,,354,COGS
1679,690060,,,,351,Marketing & Advertising
1711,480501,,,,356,Sales
998,410150,,,,350,
998,410150,,,,354,
229,660080,,,,368,Direct Operating Expense
227,660060,,,,446,Direct Operating Expense
227,660060,,,,434,Direct Operating Expense
166,460400,,,,345,Sales
1609,101902,,,,132,Assets
258,690020,,,,133,Marketing & Advertising
149,410200,,,,58,Sales
1679,690060,,,,367,Marketing & Advertising
998,410150,,,,365,
225,660040,,,,60,Direct Operating Expense
257,690010,,,,359,Marketing & Advertising
6,100004,,,,356,Assets
226,660050,,,,63,Direct Operating Expense
178,600105,,,,439,Direct Operating Expense
1715,210501,,,,447,Liability
248,680020,,,,57,Repairs & Maintenance
180,600115,,,,350,Direct Operating Expense
205,630105,,,,56,Direct Operating Expense
234,660110,,,,346,Direct Operating Expense
1676,600124,,,,446,Direct Operating Expense
270,700184,,,,108,Field G&A
270,700184,,,,170,Field G&A
200,620105,,,,65,Direct Operating Expense
977,500824,,,,434,COGS
270,700184,,,,349,Field G&A
1611,140402,,,,368,Assets
980,460326,,,,351,Sales
998,410150,,,,352,
202,620115,,,,366,Direct Operating Expense
178,600105,,,,115,Direct Operating Expense
1631,140504,,,,346,Assets
180,600115,,,,170,Direct Operating Expense
1615,140406,,,,345,Assets
989,500500,,,,361,Sales
1622,140413,,,,450,Assets
1710,480030,,,,135,Sales
1666,600117,,,,358,Direct Operating Expense
1618,140409,,,,65,Assets
150,410300,,,,355,Sales
1714,210430,,,,350,Liability
1638,480020,,,,351,Sales
180,600115,,,,118,Direct Operating Expense
1710,480030,,,,346,Sales
998,410150,,,,367,
1710,480030,,,,134,Sales
970,460321,,,,118,Sales
257,690010,,,,64,Marketing & Advertising
183,600140,,,,347,Direct Operating Expense
183,600140,,,,169,Direct Operating Expense
248,680020,,,,62,Repairs & Maintenance
1680,690061,,,,60,Marketing & Advertising
1680,690061,,,,60,Marketing & Advertising
108,210600,,,,61,Liability
362,S60001,,,,363,
105,210400,,,,445,Liability
1713,210420,,,,126,Liability
1862,101996,,,,365,Assets
1710,480030,,,,365,Sales
323,S40001,,,,58,
324,S40002,,,,66,
287,700360,,,,435,Field G&A
287,700360,,,,435,Field G&A
1826,100028,,,,142,Assets
219,660010,,,,123,Direct Operating Expense
108,210600,,,,123,Liability
168,480000,,,,61,Sales
1594,230086,,,,357,Liability
41,101920,,,,359,Assets
279,700305,,,,346,Corporate G&A
1711,480501,,,,356,Sales
105,210400,,,,363,Liability
1178,210510,,,,359,Liability
1713,210420,,,,351,Liability
1710,480030,,,,355,Sales
362,S60001,,,,354,
362,S60001,,,,356,
102,200000,,,,435,Liability
200,620105,,,,142,Direct Operating Expense
362,S60001,,,,120,
1664,100021,,,,133,Assets
325,S40003,,,,112,
148,410100,,,,130,Sales
200,620105,,,,440,Direct Operating Expense
178,600105,,,,57,Direct Operating Expense
1714,210430,,,,122,Liability
1710,480030,,,,115,Sales
152,420100,,,,363,Sales
57,130100,,,,358,Assets
77,158000,,,,66,Assets
362,S60001,,,,447,
978,460325,,,,137,Sales
171,500100,,,,438,COGS
732,S60005,,,,63,
1569,202000,,,,346,Liability
55,130020,,,,119,Assets
168,480000,,,,349,Sales
1680,690061,,,,62,Marketing & Advertising
1679,690060,,,,368,Marketing & Advertising
1610,140401,,,,112,Assets
202,620115,,,,135,Direct Operating Expense
1684,690065,,,,366,Marketing & Advertising
1713,210420,,,,133,Liability
1862,101996,,,,361,Assets
171,500100,,,,441,COGS
168,480000,,,,434,Sales
1680,690061,,,,141,Marketing & Advertising
1680,690061,,,,131,Marketing & Advertising
973,500822,,,,130,COGS
977,500824,,,,434,COGS
178,600105,,,,108,Direct Operating Expense
183,600140,,,,66,Direct Operating Expense
248,680020,,,,445,Repairs & Maintenance
358,630250,,,,61,Direct Operating Expense
279,700305,,,,354,Corporate G&A
180,600115,,,,366,Direct Operating Expense
252,680200,,,,441,Repairs & Maintenance
1713,210420,,,,129,Liability
171,500100,,,,109,COGS
1617,140408,,,,118,Assets
975,500823,,,,133,COGS
1617,140408,,,,354,Assets
1617,140408,,,,131,Assets
1714,210430,,,,61,Liability
1687,690068,,,,108,Marketing & Advertising
1687,690068,,,,112,Marketing & Advertising
248,680020,,,,435,Repairs & Maintenance
1684,690065,,,,123,Marketing & Advertising
1680,690061,,,,141,Marketing & Advertising
1680,690061,,,,130,Marketing & Advertising
150,410300,,,,115,Sales
1714,210430,,,,125,Liability
250,680060,,,,351,Repairs & Maintenance
102,200000,,,,446,Liability
362,S60001,,,,135,
324,S40002,,,,62,
287,700360,,,,436,Field G&A
287,700360,,,,170,Field G&A
286,700350,,,,365,Field G&A
108,210600,,,,56,Liability
1713,210420,,,,439,Liability
1679,690060,,,,128,Marketing & Advertising
150,410300,,,,347,Sales
362,S60001,,,,522,
57,130100,,,,534,Assets
411,100008,,,,499,Assets
195,600400,,,,533,Corporate G&A
200,620105,,,,512,Corporate G&A
108,210600,,,,596,Liability
108,210600,,,,1279,Liability
202,620115,,,,497,Corporate G&A
284,700340,,,,501,Field G&A
1638,480020,,,,634,Sales
377,101800,,,,609,Assets
1710,480030,,,,506,Sales
102,200000,,,,589,Liability
42,101921,,,,511,Assets
1663,100020,,,,519,Assets
250,680060,,,,591,Repairs & Maintenance
1826,100028,,,,126,Assets
108,210600,,,,487,Liability
277,700280,,,,506,Field G&A
201,620110,,,,496,Direct Operating Expense
1715,210501,,,,552,Liability
202,620115,,,,490,Direct Operating Expense
102,200000,,,,498,Liability
50,120100,,,,512,Assets
168,480000,,,,608,Sales
50,120100,,,,548,Assets
149,410200,,,,616,Sales
107,210500,,,,602,Liability
108,210600,,,,529,Liability
225,660040,,,,506,Direct Operating Expense
1714,210430,,,,438,Liability
1178,210510,,,,537,Liability
1638,480020,,,,553,Sales
323,S40001,,,,591,
1826,100028,,,,597,Assets
1826,100028,,,,518,Assets
42,101921,,,,532,Assets
324,S40002,,,,513,
738,130075,,,,504,Assets
324,S40002,,,,528,
1729,101804,,,,520,Assets
277,700280,,,,472,Field G&A
1252,101803,,,,549,Assets
179,600110,,,,521,Direct Operating Expense
225,660040,,,,551,Direct Operating Expense
178,600105,,,,602,Direct Operating Expense
227,660060,,,,498,Direct Operating Expense
288,700380,,,,487,Field G&A
250,680060,,,,534,Repairs & Maintenance
377,101800,,,,498,Assets
180,600115,,,,512,Direct Operating Expense
184,600145,,,,520,Direct Operating Expense
227,660060,,,,354,Direct Operating Expense
1663,100020,,,,534,Assets
168,480000,,,,634,Sales
205,630105,,,,142,Direct Operating Expense
1617,140408,,,,528,Assets
50,120100,,,,609,Assets
1710,480030,,,,554,Sales
732,S60005,,,,506,
977,500824,,,,136,COGS
150,410300,,,,115,Sales
225,660040,,,,472,Direct Operating Expense
178,600105,,,,519,Direct Operating Expense
59,140100,,,,366,Assets
1684,690065,,,,568,Marketing & Advertising
1684,690065,,,,445,Marketing & Advertising
998,410150,,,,125,
298,800005,,,,1,Depreciation
227,660060,,,,112,Direct Operating Expense
1686,690067,,,,1,Marketing & Advertising
1686,690067,,,,434,Marketing & Advertising
1684,690065,,,,1,Marketing & Advertising
117,230020,,,,139,Liability
113,220120,,,,136,Liability
161,460100,,,,634,Sales
411,100008,,,,117,Assets
874,600112,,,,130,Direct Operating Expense
237,670100,,,,127,Field G&A
183,600140,,,,120,Direct Operating Expense
184,600145,,,,109,Direct Operating Expense
324,S40002,,,,113,
324,S40002,,,,352,
1691,690072,,,,1,Marketing & Advertising
1691,690072,,,,354,Marketing & Advertising
1691,690072,,,,122,Marketing & Advertising
1691,690072,,,,61,Marketing & Advertising
5,100003,,,,481,Assets
211,630200,,,,142,Corporate G&A
1492,201020,,,,363,Liability
174,500400,,,,516,COGS
227,660060,,,,544,Direct Operating Expense
248,680020,,,,357,Repairs & Maintenance
229,660080,,,,516,Direct Operating Expense
227,660060,,,,523,Direct Operating Expense
50,120100,,,,435,Assets
395,800125,,,,107,Other Income & (Expense) Accts
150,410300,,,,107,Sales
200,620105,,,,107,Direct Operating Expense
1660,100019,,,,353,Assets
557,700116,,,,139,Field G&A
557,700116,,,,210,Field G&A
202,620115,,,,451,Direct Operating Expense
202,620115,,,,114,Direct Operating Expense
178,600105,,,,359,Direct Operating Expense
57,130100,,,,170,Assets
227,660060,,,,170,Direct Operating Expense
227,660060,,,,135,Direct Operating Expense
105,210400,,,,353,Liability
323,S40001,,,,127,
223,660030,,,,447,Repairs & Maintenance
219,660010,,,,361,Direct Operating Expense
324,S40002,,,,57,
201,620110,,,,111,Direct Operating Expense
257,690010,,,,354,Marketing & Advertising
1681,690062,,,,107,Marketing & Advertising
787,201002,,,,112,Liability
258,690020,,,,360,Marketing & Advertising
284,700340,,,,135,Corporate G&A
227,660060,,,,61,Direct Operating Expense
1051,100714,,,,113,
787,201002,,,,359,Liability
171,500100,,,,130,COGS
108,210600,,,,121,Liability
1589,230081,,,,359,Liability
1663,100020,,,,210,Assets
62,140400,,,,117,Assets
250,680060,,,,137,Repairs & Maintenance
201,620110,,,,361,Direct Operating Expense
258,690020,,,,451,Marketing & Advertising
358,630250,,,,344,Direct Operating Expense
734,181100,,,,434,
1430,189001,,,,472,
171,500100,,,,436,COGS
267,700130,,,,1,Field G&A
200,620105,,,,133,Direct Operating Expense
1611,140402,,,,170,Assets
55,130020,,,,367,Assets
248,680020,,,,64,Repairs & Maintenance
983,500827,,,,64,COGS
56,130050,,,,444,Assets
983,500827,,,,171,COGS
180,600115,,,,66,Direct Operating Expense
234,660110,,,,353,Direct Operating Expense
219,660010,,,,359,Direct Operating Expense
1617,140408,,,,56,Assets
171,500100,,,,362,COGS
1618,140409,,,,365,Assets
287,700360,,,,365,Field G&A
287,700360,,,,441,Field G&A
557,700116,,,,441,Field G&A
267,700130,,,,58,Field G&A
227,660060,,,,108,Direct Operating Expense
166,460400,,,,355,Sales
975,500823,,,,439,COGS
77,158000,,,,64,Assets
227,660060,,,,357,Direct Operating Expense
968,660062,,,,344,Direct Operating Expense
277,700280,,,,447,Field G&A
1679,690060,,,,122,Marketing & Advertising
1679,690060,,,,1,Marketing & Advertising
827,201030,,,,115,Liability
1686,690067,,,,453,Marketing & Advertising
221,660020,,,,120,Direct Operating Expense
50,120100,,,,357,Assets
401,660015,,,,476,Direct Operating Expense
153,420200,,,,132,Sales
557,700116,,,,356,Field G&A
201,620110,,,,107,Direct Operating Expense
201,620110,,,,348,Direct Operating Expense
179,600110,,,,590,Direct Operating Expense
1611,140402,,,,345,Assets
401,660015,,,,473,Direct Operating Expense
1638,480020,,,,135,Sales
227,660060,,,,355,Direct Operating Expense
1686,690067,,,,352,Marketing & Advertising
874,600112,,,,497,Direct Operating Expense
874,600112,,,,353,Direct Operating Expense
324,S40002,,,,127,
41,101920,,,,500,Assets
168,480000,,,,497,Sales
168,480000,,,,500,Sales
117,230020,,,,556,Liability
205,630105,,,,507,Direct Operating Expense
1861,101997,,,,360,Assets
1594,230086,,,,570,Liability
1665,600116,,,,139,Direct Operating Expense
202,620115,,,,360,Direct Operating Expense
57,130100,,,,481,Assets
202,620115,,,,115,Direct Operating Expense
1638,480020,,,,363,Sales
1638,480020,,,,56,Sales
1668,600119,,,,128,Direct Operating Expense
1668,600119,,,,501,Direct Operating Expense
258,690020,,,,347,Marketing & Advertising
258,690020,,,,139,Marketing & Advertising
1710,480030,,,,355,Sales
1660,100019,,,,634,Assets
1638,480020,,,,353,Sales
1826,100028,,,,609,Assets
227,660060,,,,519,Direct Operating Expense
411,100008,,,,513,Assets
168,480000,,,,557,Sales
50,120100,,,,519,Assets
153,420200,,,,601,Sales
287,700360,,,,518,Field G&A
287,700360,,,,562,Field G&A
1710,480030,,,,547,Sales
178,600105,,,,513,Direct Operating Expense
1638,480020,,,,559,Sales
183,600140,,,,508,Direct Operating Expense
1667,600118,,,,521,Direct Operating Expense
1638,480020,,,,499,Sales
874,600112,,,,536,Direct Operating Expense
184,600145,,,,592,Direct Operating Expense
180,600115,,,,502,Direct Operating Expense
50,120100,,,,1,Assets
1667,600118,,,,350,Direct Operating Expense
827,201030,,,,57,Liability
227,660060,,,,170,Direct Operating Expense
1826,100028,,,,171,Assets
184,600145,,,,490,Direct Operating Expense
168,480000,,,,348,Sales
180,600115,,,,112,Direct Operating Expense
1676,600124,,,,519,Direct Operating Expense
1594,230086,,,,63,Liability
77,158000,,,,505,Assets
250,680060,,,,534,Repairs & Maintenance
178,600105,,,,547,Direct Operating Expense
68,150400,,,,358,Assets
59,140100,,,,501,Assets
287,700360,,,,57,Field G&A
200,620105,,,,125,Direct Operating Expense
200,620105,,,,508,Direct Operating Expense
210,630130,,,,516,Direct Operating Expense
1590,230082,,,,499,Liability
557,700116,,,,107,Field G&A
201,620110,,,,534,Direct Operating Expense
1492,201020,,,,502,Liability
180,600115,,,,521,Direct Operating Expense
1679,690060,,,,120,Marketing & Advertising
201,620110,,,,473,Direct Operating Expense
1638,480020,,,,170,Sales
1712,480511,,,,134,Sales
183,600140,,,,502,Direct Operating Expense
401,660015,,,,367,Direct Operating Expense
1589,230081,,,,505,Liability
1684,690065,,,,505,Marketing & Advertising
1680,690061,,,,497,Marketing & Advertising
178,600105,,,,611,Direct Operating Expense
1826,100028,,,,554,Assets
102,200000,,,,535,Liability
180,600115,,,,502,Direct Operating Expense
59,140100,,,,499,Assets
183,600140,,,,497,Direct Operating Expense
210,630130,,,,498,Direct Operating Expense
1638,480020,,,,498,Sales
293,700410,,,,530,Field G&A
180,600115,,,,520,Direct Operating Expense
358,630250,,,,522,Direct Operating Expense
358,630250,,,,513,Direct Operating Expense
1252,101803,,,,530,Assets
270,700184,,,,500,Field G&A
980,460326,,,,507,Sales
201,620110,,,,543,Direct Operating Expense
181,600120,,,,504,Direct Operating Expense
1708,690073,,,,560,Marketing & Advertising
205,630105,,,,506,Direct Operating Expense
226,660050,,,,512,Direct Operating Expense
1687,690068,,,,519,Marketing & Advertising
1685,690066,,,,546,Marketing & Advertising
1687,690068,,,,524,Marketing & Advertising
1687,690068,,,,505,Marketing & Advertising
257,690010,,,,498,Marketing & Advertising
257,690010,,,,107,Marketing & Advertising
1681,690062,,,,540,Marketing & Advertising
1684,690065,,,,509,Marketing & Advertising
1457,120141,,,,506,
258,690020,,,,542,Marketing & Advertising
1680,690061,,,,497,Marketing & Advertising
1680,690061,,,,496,Marketing & Advertising
1687,690068,,,,498,Marketing & Advertising
1685,690066,,,,560,Marketing & Advertising
557,700116,,,,522,Field G&A
269,700182,,,,566,Field G&A
1676,600124,,,,553,Direct Operating Expense
827,201030,,,,112,Liability
995,700180,,,,596,Field G&A
995,700180,,,,499,Field G&A
181,600120,,,,360,Direct Operating Expense
1717,230021,,,,344,Liability
1717,230021,,,,351,Liability
1714,210430,,,,472,Liability
211,630200,,,,504,Direct Operating Expense
197,610000,,,,501,Direct Operating Expense
57,130100,,,,117,Assets
401,660015,,,,131,Direct Operating Expense
59,140100,,,,122,Assets
226,660050,,,,138,Direct Operating Expense
55,130020,,,,138,Assets
49,120000,,,,346,Assets
49,120000,,,,348,Assets
1569,202000,,,,590,Liability
