ACCOUNT_ID,ACCOUNT_NUMBER,SUBSIDIARY_ID,CLASS_ID,DEPARTMENT_ID,LOCATION_ID,Metric_Mapping
756,660028,,,,1296,Direct Operating Expense
159,410500,,,,546,
901,B40003,,,,500,
1065,999994,,,,591,
237,670100,,,,134,Field G&A
220,600015,,,,130,Direct Operating Expense
308,800212,,,,111,Interest Expesne
279,700305,,,,1,Field G&A
194,600300,,,,557,
203,620150,,,,509,Corporate G&A
194,600300,,,,531,
275,700240,,,,107,Field G&A
293,700410,,,,1282,Field G&A
159,410500,,,,131,
308,800212,,,,436,Interest Expesne
197,610000,,,,502,Direct Operating Expense
308,800212,,,,368,Interest Expesne
1139,800209,,,,196,Amortization of Loan Origination Costs
304,800150,,,,112,Other Income & (Expense) Accts
304,800150,,,,133,Other Income & (Expense) Accts
203,620150,,,,368,Corporate G&A
194,600300,,,,120,
73,150900,,,,3,Assets
72,150800,,,,112,Assets
284,700340,,,,169,Field G&A
265,700110,,,,360,Field G&A
482,S40030,,,,360,
1589,230081,,,,353,Liability
274,700235,,,,348,Field G&A
224,660035,,,,351,Direct Operating Expense
228,660070,,,,346,Direct Operating Expense
72,150800,,,,349,Assets
152,420100,,,,352,Sales
152,420100,,,,143,Sales
152,420100,,,,352,Sales
152,420100,,,,344,Sales
275,700240,,,,345,Field G&A
152,420100,,,,1301,Sales
279,700305,,,,613,Field G&A
225,660040,,,,532,Direct Operating Expense
52,129000,,,,1295,Assets
65,150100,,,,1297,
72,150800,,,,1284,Assets
275,700240,,,,1284,Field G&A
226,660050,,,,499,Direct Operating Expense
71,150700,,,,548,Assets
59,140100,,,,611,Assets
72,150800,,,,350,Assets
1645,330200,,,,531,
326,S40004,,,,1294,
1595,230087,,,,552,
127,230600,,,,1291,
172,500200,,,,508,COGS
417,100903,,,,520,Assets
226,660050,,,,19,Direct Operating Expense
579,230080,,,,121,Liability
113,220120,,,,589,Liability
172,500200,,,,504,COGS
756,660028,,,,558,Direct Operating Expense
756,660028,,,,551,Direct Operating Expense
301,800105,,,,1285,Other Income & (Expense) Accts
75,151100,,,,541,Assets
75,151100,,,,536,Assets
172,500200,,,,552,COGS
981,500826,,,,1295,COGS
983,500827,,,,556,COGS
992,800015,,,,601,
225,660040,,,,479,Direct Operating Expense
738,130075,,,,1301,Assets
220,600015,,,,362,Direct Operating Expense
275,700240,,,,1300,Field G&A
253,680300,,,,348,
229,660080,,,,634,Direct Operating Expense
172,500200,,,,506,COGS
111,220100,,,,1295,Liability
172,500200,,,,478,COGS
359,800300,,,,445,Deal Expenses
175,500800,,,,4,COGS
359,800300,,,,512,Deal Expenses
203,620150,,,,582,Corporate G&A
203,620150,,,,1290,Corporate G&A
264,700105,,,,348,Field G&A
144,330000,,,,4,Equity
175,500800,,,,359,COGS
1027,111700,,,,452,Assets
1139,800209,,,,516,Amortization of Loan Origination Costs
264,700105,,,,120,Field G&A
175,500800,,,,476,COGS
206,630110,,,,542,
206,630110,,,,518,
206,630110,,,,544,
756,660028,,,,63,Direct Operating Expense
214,630255,,,,555,Direct Operating Expense
286,700350,,,,131,Field G&A
286,700350,,,,517,Field G&A
71,150700,,,,1284,Assets
196,600500,,,,1290,Direct Operating Expense
257,690010,,,,1298,Marketing & Advertising
1687,690068,,,,616,Marketing & Advertising
980,460326,,,,502,Sales
978,460325,,,,589,Sales
82,170200,,,,1287,Assets
117,230020,,,,551,Liability
993,660052,,,,1291,Direct Operating Expense
73,150900,,,,591,Assets
359,800300,,,,551,Deal Expenses
107,210500,,,,499,Liability
1593,230085,,,,556,Liability
283,700325,,,,562,Field G&A
1593,230085,,,,475,Liability
1595,230087,,,,597,
235,660150,,,,557,Direct Operating Expense
66,150200,,,,1294,Assets
311,800280,,,,352,Other Income & (Expense) Accts
283,700325,,,,497,Field G&A
113,220120,,,,556,Liability
756,660028,,,,1289,Direct Operating Expense
286,700350,,,,353,Field G&A
756,660028,,,,1291,Direct Operating Expense
54,130005,,,,515,Assets
274,700235,,,,1296,Field G&A
253,680300,,,,548,
275,700240,,,,1291,Field G&A
275,700240,,,,1,Field G&A
111,220100,,,,1302,Liability
71,150700,,,,571,Assets
908,S60006,,,,1302,
148,410100,,,,1301,Sales
386,S60003,,,,1302,
436,S40015,,,,4,
908,S60006,,,,1,
100,190199,,,,1280,Assets
119,230100,,,,1300,Liability
100,190199,,,,552,Assets
506,100701,,,,499,
756,660028,,,,508,Direct Operating Expense
112,220110,,,,590,Liability
585,140151,,,,4,Assets
100,190199,,,,1300,Assets
41,101920,,,,113,Assets
225,660040,,,,473,Direct Operating Expense
310,800218,,,,564,Interest Expesne
92,190104,,,,1289,Assets
326,S40004,,,,346,
388,S40008,,,,555,
197,610000,,,,609,Direct Operating Expense
534,230110,,,,589,Liability
402,220102,,,,1285,Liability
179,600110,,,,516,Direct Operating Expense
294,700415,,,,1287,Field G&A
402,220102,,,,546,Liability
308,800212,,,,515,Interest Expesne
102,200000,,,,597,Liability
294,700415,,,,571,Field G&A
206,630110,,,,550,
311,800280,,,,1298,Other Income & (Expense) Accts
52,129000,,,,535,Assets
156,410415,,,,630,
206,630110,,,,500,
74,151000,,,,1282,Assets
159,410500,,,,1293,
534,230110,,,,594,Liability
304,800150,,,,477,Other Income & (Expense) Accts
94,190106,,,,555,Assets
144,330000,,,,547,Equity
269,700182,,,,1300,Field G&A
68,150400,,,,511,Assets
107,210500,,,,1284,Liability
340,101003,,,,527,
287,700360,,,,1292,Field G&A
417,100903,,,,545,Assets
417,100903,,,,543,Assets
1724,230512,,,,68,Liability
270,700184,,,,363,Field G&A
205,630105,,,,1,Direct Operating Expense
145,390000,,,,142,Equity
73,150900,,,,368,Assets
289,700385,,,,345,Field G&A
145,390000,,,,355,Equity
111,220100,,,,360,Liability
1593,230085,,,,347,Liability
71,150700,,,,67,Assets
71,150700,,,,348,Assets
286,700350,,,,362,Field G&A
184,600145,,,,345,Direct Operating Expense
71,150700,,,,356,Assets
756,660028,,,,349,Direct Operating Expense
249,680040,,,,348,Repairs & Maintenance
638,220104,,,,345,
249,680040,,,,354,Repairs & Maintenance
219,660010,,,,347,Direct Operating Expense
386,S60003,,,,351,
148,410100,,,,353,Sales
144,330000,,,,345,Equity
943,120122,,,,66,Assets
991,620140,,,,360,
139,300100,,,,115,Equity
144,330000,,,,141,Equity
81,170100,,,,131,Assets
359,800300,,,,109,Deal Expenses
77,158000,,,,67,Assets
234,660110,,,,64,Direct Operating Expense
214,630255,,,,121,Direct Operating Expense
275,700240,,,,67,Field G&A
235,660150,,,,67,Direct Operating Expense
81,170100,,,,481,Assets
217,630280,,,,6,Corporate G&A
230,660090,,,,1300,Direct Operating Expense
206,630110,,,,1293,
1713,210420,,,,1300,Liability
250,680060,,,,1292,Repairs & Maintenance
1690,690071,,,,452,Marketing & Advertising
1690,690071,,,,551,Marketing & Advertising
1681,690062,,,,528,Marketing & Advertising
292,700405,,,,479,Field G&A
995,700180,,,,562,Field G&A
1654,700120,,,,4,Field G&A
284,700340,,,,572,Field G&A
72,150800,,,,592,Assets
293,700410,,,,557,Field G&A
235,660150,,,,1296,Direct Operating Expense
105,210400,,,,515,Liability
111,220100,,,,525,Liability
999,101201,,,,561,Assets
298,800005,,,,523,Depreciation
81,170100,,,,1289,Assets
299,800010,,,,524,Amortization
1626,140417,,,,481,Assets
299,800010,,,,571,Amortization
234,660110,,,,613,Direct Operating Expense
215,630260,,,,532,Direct Operating Expense
82,170200,,,,473,Assets
81,170100,,,,1293,Assets
72,150800,,,,626,Assets
296,700905,,,,1302,Field G&A
71,150700,,,,522,Assets
296,700905,,,,473,Field G&A
1676,600124,,,,601,Direct Operating Expense
1688,690069,,,,1284,Marketing & Advertising
65,150100,,,,1287,
260,690040,,,,559,Marketing & Advertising
901,B40003,,,,1293,
901,B40003,,,,552,
901,B40003,,,,1296,
901,B40003,,,,481,
901,B40003,,,,487,
1593,230085,,,,508,Liability
71,150700,,,,435,Assets
172,500200,,,,122,COGS
283,700325,,,,110,Field G&A
230,660090,,,,473,Direct Operating Expense
230,660090,,,,343,Direct Operating Expense
260,690040,,,,591,Marketing & Advertising
227,660060,,,,618,Direct Operating Expense
967,660024,,,,505,Direct Operating Expense
71,150700,,,,478,Assets
71,150700,,,,572,Assets
161,460100,,,,56,Sales
119,230100,,,,483,Liability
113,220120,,,,56,Liability
75,151100,,,,515,Assets
756,660028,,,,540,Direct Operating Expense
52,129000,,,,636,Assets
283,700325,,,,535,Field G&A
51,122000,,,,113,
293,700410,,,,525,Field G&A
84,170400,,,,625,Assets
66,150200,,,,1295,Assets
79,160000,,,,553,Assets
282,700320,,,,539,Field G&A
212,630205,,,,571,
304,800150,,,,479,Other Income & (Expense) Accts
81,170100,,,,1292,Assets
235,660150,,,,535,Direct Operating Expense
358,630250,,,,113,Direct Operating Expense
400,101999,,,,592,Assets
417,100903,,,,1,Assets
107,210500,,,,553,Liability
358,630250,,,,58,Direct Operating Expense
1724,230512,,,,1301,Liability
248,680020,,,,594,Repairs & Maintenance
1571,250000,,,,551,Liability
1713,210420,,,,528,Liability
1860,101998,,,,1294,Assets
74,151000,,,,1297,Assets
209,630125,,,,631,Direct Operating Expense
79,160000,,,,541,Assets
79,160000,,,,1282,Assets
1595,230087,,,,479,
173,500300,,,,539,COGS
225,660040,,,,530,Direct Operating Expense
225,660040,,,,559,Direct Operating Expense
292,700405,,,,614,Field G&A
284,700340,,,,1284,Field G&A
534,230110,,,,572,Liability
73,150900,,,,509,Assets
802,230650,,,,1297,Liability
73,150900,,,,1295,Assets
52,129000,,,,169,Assets
209,630125,,,,15,Direct Operating Expense
417,100903,,,,1295,Assets
205,630105,,,,1282,Direct Operating Expense
417,100903,,,,1284,Assets
209,630125,,,,635,Direct Operating Expense
358,630250,,,,1296,Direct Operating Expense
403,220103,,,,553,Liability
1714,210430,,,,507,Liability
202,620115,,,,535,Direct Operating Expense
222,660025,,,,602,Direct Operating Expense
200,620105,,,,571,Direct Operating Expense
1589,230081,,,,556,Liability
1589,230081,,,,594,Liability
258,690020,,,,555,Marketing & Advertising
1654,700120,,,,519,Field G&A
223,660030,,,,609,Repairs & Maintenance
171,500100,,,,634,COGS
1594,230086,,,,531,Liability
557,700116,,,,1291,Field G&A
1686,690067,,,,472,Marketing & Advertising
274,700235,,,,347,Field G&A
237,670100,,,,118,Field G&A
84,170400,,,,511,Assets
732,S60005,,,,476,
55,130020,,,,501,Assets
68,150400,,,,476,Assets
1654,700120,,,,516,Field G&A
284,700340,,,,508,Field G&A
179,600110,,,,597,Direct Operating Expense
224,660035,,,,67,Direct Operating Expense
299,800010,,,,474,Amortization
78,159000,,,,525,Assets
78,159000,,,,570,Assets
298,800005,,,,581,Depreciation
323,S40001,,,,518,
403,220103,,,,67,Liability
550,700906,,,,601,Field G&A
261,690050,,,,553,Marketing & Advertising
1691,690072,,,,451,Marketing & Advertising
1590,230082,,,,487,Liability
1590,230082,,,,436,Liability
1684,690065,,,,210,Marketing & Advertising
237,670100,,,,625,Field G&A
235,660150,,,,536,Direct Operating Expense
1708,690073,,,,574,Marketing & Advertising
401,660015,,,,63,Direct Operating Expense
74,151000,,,,521,Assets
65,150100,,,,533,
79,160000,,,,111,Assets
212,630205,,,,487,
222,660025,,,,1279,Direct Operating Expense
249,680040,,,,531,Repairs & Maintenance
304,800150,,,,506,Other Income & (Expense) Accts
234,660110,,,,553,Direct Operating Expense
83,170300,,,,57,Assets
74,151000,,,,481,Assets
1067,999996,,,,556,
1066,999997,,,,601,
105,210400,,,,531,Liability
358,630250,,,,525,Direct Operating Expense
289,700385,,,,508,Field G&A
78,159000,,,,573,Assets
298,800005,,,,501,Depreciation
550,700906,,,,562,Field G&A
324,S40002,,,,1,
1654,700120,,,,1291,Field G&A
1594,230086,,,,548,Liability
222,660025,,,,67,Direct Operating Expense
1860,101998,,,,478,Assets
280,700310,,,,132,Field G&A
79,160000,,,,438,Assets
250,680060,,,,130,Repairs & Maintenance
224,660035,,,,514,Direct Operating Expense
1708,690073,,,,1302,Marketing & Advertising
1596,230088,,,,1291,Liability
1596,230088,,,,1284,Liability
1596,230088,,,,634,Liability
1594,230086,,,,539,Liability
78,159000,,,,566,Assets
1676,600124,,,,1302,Direct Operating Expense
1625,140416,,,,613,Assets
1625,140416,,,,1295,Assets
299,800010,,,,513,Amortization
50,120100,,,,522,Assets
224,660035,,,,535,Direct Operating Expense
1684,690065,,,,1291,Marketing & Advertising
239,670120,,,,591,Field G&A
284,700340,,,,1284,Field G&A
238,670110,,,,529,Field G&A
1691,690072,,,,543,Marketing & Advertising
283,700325,,,,510,Field G&A
77,158000,,,,19,Assets
78,159000,,,,559,Assets
293,700410,,,,521,Field G&A
275,700240,,,,1296,Field G&A
79,160000,,,,169,Assets
71,150700,,,,131,Assets
184,600145,,,,556,Direct Operating Expense
77,158000,,,,594,Assets
1625,140416,,,,547,Assets
1717,230021,,,,572,Liability
228,660070,,,,590,Direct Operating Expense
288,700380,,,,1295,Field G&A
1589,230081,,,,1293,Liability
288,700380,,,,1300,Field G&A
288,700380,,,,1282,Field G&A
1708,690073,,,,504,Marketing & Advertising
41,101920,,,,138,Assets
105,210400,,,,589,Liability
1591,230083,,,,472,Liability
227,660060,,,,1299,Direct Operating Expense
210,630130,,,,564,Direct Operating Expense
286,700350,,,,1292,Field G&A
1717,230021,,,,1299,Liability
1626,140417,,,,1283,Assets
219,660010,,,,1290,Direct Operating Expense
324,S40002,,,,536,
280,700310,,,,518,Field G&A
228,660070,,,,1291,Direct Operating Expense
81,170100,,,,608,Assets
284,700340,,,,553,Field G&A
224,660035,,,,539,Direct Operating Expense
223,660030,,,,524,Repairs & Maintenance
1714,210430,,,,571,Liability
403,220103,,,,537,Liability
280,700310,,,,19,Field G&A
1714,210430,,,,524,Liability
1919,600403,,,,536,
261,690050,,,,138,Marketing & Advertising
261,690050,,,,609,Marketing & Advertising
261,690050,,,,497,Marketing & Advertising
119,230100,,,,501,Liability
116,230010,,,,362,
182,600125,,,,1296,Direct Operating Expense
47,111003,,,,550,
600,800299,,,,4,
164,460200,,,,518,Sales
89,190101,,,,1291,Assets
145,390000,,,,549,Equity
54,130005,,,,1302,Assets
93,190105,,,,496,Assets
88,190100,,,,526,Assets
254,680500,,,,4,
180,600115,,,,552,Direct Operating Expense
372,101019,,,,529,
215,630260,,,,1293,Direct Operating Expense
137,249000,,,,519,
299,800010,,,,479,Amortization
66,150200,,,,343,Assets
299,800010,,,,1295,Amortization
308,800212,,,,1301,Interest Expesne
289,700385,,,,358,Field G&A
171,500100,,,,1301,COGS
214,630255,,,,1289,Direct Operating Expense
65,150100,,,,1296,
54,130005,,,,613,Assets
299,800010,,,,139,Amortization
98,190110,,,,539,Assets
96,190108,,,,1296,Assets
51,122000,,,,556,
197,610000,,,,127,Direct Operating Expense
71,150700,,,,554,Assets
304,800150,,,,1298,Other Income & (Expense) Accts
85,179000,,,,1289,Assets
1717,230021,,,,446,Liability
298,800005,,,,1282,Depreciation
55,130020,,,,589,Assets
1708,690073,,,,1298,Marketing & Advertising
1568,152000,,,,1279,
304,800150,,,,561,Other Income & (Expense) Accts
1590,230082,,,,143,Liability
1589,230081,,,,366,Liability
1717,230021,,,,359,Liability
288,700380,,,,354,Field G&A
288,700380,,,,354,Field G&A
550,700906,,,,351,Field G&A
325,S40003,,,,354,
238,670110,,,,121,Field G&A
1626,140417,,,,210,Assets
1729,101804,,,,65,Assets
165,460300,,,,139,Sales
164,460200,,,,476,Sales
1626,140417,,,,358,Assets
1626,140417,,,,535,Assets
1924,690077,,,,609,Marketing & Advertising
202,620115,,,,124,Direct Operating Expense
201,620110,,,,438,Direct Operating Expense
1712,480511,,,,60,Sales
1715,210501,,,,128,Liability
248,680020,,,,171,Repairs & Maintenance
1714,210430,,,,194,Liability
1714,210430,,,,112,Liability
1714,210430,,,,65,Liability
184,600145,,,,365,Direct Operating Expense
1716,210511,,,,117,Liability
1924,690077,,,,135,Marketing & Advertising
239,670120,,,,134,Field G&A
259,690030,,,,128,Marketing & Advertising
995,700180,,,,113,Field G&A
259,690030,,,,137,Marketing & Advertising
235,660150,,,,120,Direct Operating Expense
1591,230083,,,,59,Liability
550,700906,,,,121,Field G&A
1717,230021,,,,119,Liability
105,210400,,,,121,Liability
298,800005,,,,63,Depreciation
1717,230021,,,,59,Liability
284,700340,,,,59,Field G&A
1596,230088,,,,59,Liability
1596,230088,,,,120,Liability
1940,201040,,,,59,Liability
1670,630256,,,,59,Corporate G&A
184,600145,,,,58,Direct Operating Expense
259,690030,,,,66,Marketing & Advertising
1590,230082,,,,61,Liability
1596,230088,,,,65,Liability
1716,210511,,,,65,Liability
223,660030,,,,66,Repairs & Maintenance
1594,230086,,,,121,Liability
1654,700120,,,,121,Field G&A
1653,700242,,,,56,Field G&A
283,700325,,,,115,Field G&A
282,700320,,,,112,Field G&A
78,159000,,,,115,Assets
248,680020,,,,119,Repairs & Maintenance
78,159000,,,,120,Assets
184,600145,,,,58,Direct Operating Expense
1594,230086,,,,114,Liability
1714,210430,,,,111,Liability
284,700340,,,,109,Field G&A
210,630130,,,,62,Direct Operating Expense
223,660030,,,,62,Repairs & Maintenance
52,129000,,,,122,Assets
1930,690083,,,,112,Marketing & Advertising
550,700906,,,,120,Field G&A
50,120100,,,,19,Assets
222,660025,,,,617,Direct Operating Expense
223,660030,,,,62,Repairs & Maintenance
223,660030,,,,1284,Repairs & Maintenance
1590,230082,,,,501,Liability
1589,230081,,,,125,Liability
1589,230081,,,,67,Liability
1708,690073,,,,19,Marketing & Advertising
1591,230083,,,,139,Liability
1686,690067,,,,491,Marketing & Advertising
1684,690065,,,,441,Marketing & Advertising
1596,230088,,,,438,Liability
1717,230021,,,,436,Liability
235,660150,,,,479,Direct Operating Expense
1924,690077,,,,445,Marketing & Advertising
77,158000,,,,19,Assets
1589,230081,,,,499,Liability
550,700906,,,,543,Field G&A
1590,230082,,,,1285,Liability
362,S60001,,,,611,
999,101201,,,,107,Assets
1571,250000,,,,111,Liability
1690,690071,,,,351,Marketing & Advertising
96,190108,,,,368,Assets
285,700345,,,,519,Field G&A
1717,230021,,,,479,Liability
1717,230021,,,,344,Liability
550,700906,,,,571,Field G&A
1594,230086,,,,528,Liability
1596,230088,,,,554,Liability
228,660070,,,,581,Direct Operating Expense
1935,600551,,,,602,Corporate G&A
286,700350,,,,1295,Field G&A
579,230080,,,,582,Liability
1591,230083,,,,138,Liability
1708,690073,,,,1298,Marketing & Advertising
1589,230081,,,,1293,Liability
1590,230082,,,,1291,Liability
269,700182,,,,1282,Field G&A
235,660150,,,,511,Direct Operating Expense
1688,690069,,,,1296,Marketing & Advertising
72,150800,,,,545,Assets
1928,690081,,,,608,Marketing & Advertising
1626,140417,,,,625,Assets
1708,690073,,,,526,Marketing & Advertising
77,158000,,,,1290,Assets
102,200000,,,,479,Liability
1596,230088,,,,609,Liability
1596,230088,,,,57,Liability
1930,690083,,,,507,Marketing & Advertising
